customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,profit
2701,7107 Manitowish Road,4815.0,QLD,Australia,2.0,Ileana,Timms,Female,13.0,1960-07-28,Dental Hygienist,Health,Affluent Customer,N,Yes,7.0,4863.469999999999
2383,98 Mesta Street,2038.0,NSW,Australia,11.0,Zaria,Eberz,Female,34.0,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,15.0,5876.070000000001
1529,2 Moulton Drive,2567.0,NSW,Australia,10.0,Tansy,Beltzner,Female,0.0,1986-10-21,Media Manager III,Financial Services,High Net Worth,N,Yes,5.0,199.0999999999999
1264,7 Onsgard Court,4551.0,QLD,Australia,9.0,Michail,Heart,Male,48.0,1994-02-28,,Health,Mass Customer,N,Yes,7.0,2699.71
1673,41 Vahlen Park,2230.0,NSW,Australia,12.0,Suzie,Dahle,Female,45.0,1978-11-09,Professor,Financial Services,Affluent Customer,N,Yes,21.0,748.69
2010,828 Waubesa Pass,2234.0,NSW,Australia,10.0,Duff,Guyer,Male,88.0,1974-01-31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7.0,2168.7999999999993
714,8080 Victoria Plaza,4217.0,QLD,Australia,11.0,Burtie,Scintsbury,Male,12.0,1964-07-13,,Manufacturing,High Net Worth,N,Yes,15.0,3324.42
647,58729 Moland Trail,2035.0,NSW,Australia,12.0,Stanislas,Baildon,Male,61.0,1957-01-23,Assistant Manager,Retail,Mass Customer,N,Yes,10.0,5279.189999999999
3424,5356 Ruskin Place,2850.0,NSW,Australia,3.0,Vale,Whittuck,Female,39.0,1977-02-28,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,11.0,2056.27
2913,937 Sloan Center,4118.0,QLD,Australia,6.0,Padraic,Bonnar,Male,44.0,1955-07-11,VP Quality Control,IT,Affluent Customer,N,Yes,14.0,1548.6500000000005
1756,7714 Heffernan Circle,3130.0,VIC,Australia,8.0,Daron,,Female,92.0,1976-12-17,Junior Executive,,High Net Worth,N,No,7.0,2046.4
1918,51763 Carey Place,3056.0,VIC,Australia,7.0,Devin,Sandeson,U,83.0,,Staff Accountant II,IT,Affluent Customer,N,No,,3092.7500000000005
617,363 Schiller Court,2763.0,NSW,Australia,7.0,Idell,Cole,Female,81.0,1960-08-01,Director of Sales,Property,Mass Customer,N,No,15.0,2313.4299999999994
672,4 Sunfield Circle,2194.0,NSW,Australia,8.0,Kleon,Pallatina,Male,53.0,1977-01-12,Analog Circuit Design manager,Retail,High Net Worth,N,No,12.0,3633.1399999999994
3118,96073 Erie Place,2763.0,NSW,Australia,9.0,Cleveland,Coxon,Male,54.0,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9.0,6243.820000000003
2497,24 Helena Alley,2566.0,NSW,Australia,9.0,Gustav,Aaronsohn,Male,33.0,1969-04-05,Administrative Assistant IV,Property,Affluent Customer,N,No,12.0,2981.3900000000003
2564,084 Brickson Park Park,3177.0,VIC,Australia,5.0,Bell,Carley,Female,18.0,1976-04-29,Engineer III,Health,Mass Customer,N,No,15.0,1144.3500000000001
904,352 Bonner Crossing,3084.0,VIC,Australia,8.0,Kariotta,Ludman,Female,51.0,1974-05-06,Database Administrator II,,High Net Worth,N,Yes,11.0,1496.7899999999995
2320,33477 Trailsway Park,4818.0,QLD,Australia,5.0,Kaylyn,Throssell,Female,14.0,1965-12-21,Senior Developer,Manufacturing,Affluent Customer,N,No,16.0,1690.96
989,84019 Porter Trail,2871.0,NSW,Australia,3.0,Caralie,Morfett,Female,43.0,1982-05-24,Project Manager,Financial Services,Mass Customer,N,No,17.0,4263.71
2467,77 Armistice Alley,2208.0,NSW,Australia,10.0,Ynez,Fawloe,Female,71.0,1975-07-15,Engineer III,Manufacturing,Affluent Customer,N,Yes,4.0,1961.79
1921,6 Upham Place,4556.0,QLD,Australia,7.0,Cybill,Wakes,Female,70.0,1982-12-03,Accountant III,,Mass Customer,N,No,17.0,64.50999999999999
1933,698 Old Gate Lane,2619.0,NSW,Australia,3.0,Ephraim,Fulep,Male,72.0,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18.0,4404.770000000001
207,78 Rockefeller Park,2159.0,NSW,Australia,10.0,Adena,Whyman,Female,9.0,1994-08-10,,,Mass Customer,N,No,7.0,1630.0300000000002
2706,86445 Bonner Junction,4660.0,QLD,Australia,3.0,Kelly,Bilyard,Male,59.0,1964-07-21,Desktop Support Technician,Retail,Affluent Customer,N,No,6.0,1343.6099999999997
31,34 Russell Plaza,4127.0,QLD,Australia,6.0,Star,Praton,Female,3.0,1962-11-24,Staff Accountant III,Telecommunications,High Net Worth,N,Yes,14.0,426.1099999999997
259,50 Everett Way,2064.0,NSW,Australia,9.0,Venita,Dymick,Female,70.0,1983-07-22,Senior Developer,Health,High Net Worth,N,Yes,3.0,2124.650000000001
3021,7609 Jackson Terrace,2155.0,NSW,Australia,11.0,Parker,Lukacs,Male,4.0,1983-01-18,,,Mass Customer,N,No,9.0,2943.78
1230,3765 Mandrake Alley,2763.0,NSW,Australia,9.0,Eben,Powley,Male,61.0,1985-07-24,,Financial Services,Mass Customer,N,Yes,10.0,617.98
2800,2 Elka Trail,2770.0,NSW,Australia,8.0,Dominga,Planke,Female,29.0,1988-01-09,Cost Accountant,Financial Services,Mass Customer,N,No,2.0,352.23
1834,54250 Welch Pass,3145.0,VIC,Australia,11.0,Otes,Gottelier,Male,84.0,1977-06-30,Director of Sales,Financial Services,High Net Worth,N,Yes,11.0,4434.93
174,8 Dixon Parkway,2783.0,NSW,Australia,7.0,Catie,Tosspell,Female,93.0,1989-11-26,Food Chemist,Health,Mass Customer,N,No,12.0,7628.240000000001
3287,48333 Waywood Road,2113.0,NSW,Australia,11.0,Marys,Vazquez,Female,30.0,1986-01-06,Account Executive,,Affluent Customer,N,Yes,4.0,3199.1000000000004
2306,24198 Almo Crossing,2021.0,NSW,Australia,12.0,Hilary,Tregunna,Female,98.0,1960-04-19,Paralegal,Financial Services,High Net Worth,N,Yes,9.0,2513.7799999999997
1197,1911 Waxwing Point,2761.0,NSW,Australia,9.0,Isobel,Lampett,Female,44.0,1997-10-16,Professor,Financial Services,High Net Worth,N,Yes,5.0,1559.1300000000006
862,677 Butternut Crossing,2216.0,NSW,Australia,7.0,Worden,Fossitt,Male,83.0,1977-12-27,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16.0,309.80999999999995
1459,14179 Springs Drive,2557.0,NSW,Australia,9.0,Haydon,Berkery,Male,89.0,1998-06-16,Senior Sales Associate,Manufacturing,Mass Customer,N,No,4.0,4557.6
2135,27 Mayer Lane,3756.0,VIC,Australia,7.0,Teador,Laurant,Male,97.0,1980-09-18,Structural Engineer,,Mass Customer,N,Yes,15.0,1414.1600000000003
445,261 Northport Lane,2567.0,NSW,Australia,7.0,Timothy,Wenham,Male,91.0,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5.0,8081.86
1663,9168 Thackeray Place,2026.0,NSW,Australia,12.0,Analiese,Grimsditch,Female,68.0,1978-01-30,VP Quality Control,Property,High Net Worth,N,Yes,9.0,2991.5199999999995
809,7175 Orin Junction,2088.0,NSW,Australia,12.0,Nevsa,Washtell,Female,83.0,1977-10-23,Biostatistician III,Health,Mass Customer,N,No,18.0,492.7399999999998
2437,78426 Fulton Plaza,4223.0,QLD,Australia,9.0,Simonette,Cressingham,Female,90.0,1977-05-01,Marketing Manager,Financial Services,Mass Customer,N,Yes,18.0,375.02
1019,37208 Golf View Terrace,2145.0,NSW,Australia,8.0,Ignazio,Milby,Male,42.0,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,2340.4300000000003
3232,1 Roth Pass,3199.0,VIC,Australia,4.0,Rose,Milsom,Female,7.0,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,8903.62
3059,922 Mccormick Circle,4509.0,QLD,Australia,6.0,Hercules,Klewi,Male,83.0,1958-06-09,Accountant IV,,Mass Customer,N,No,17.0,2731.31
1151,9618 Havey Place,2710.0,NSW,Australia,1.0,Brena,Amburgy,Female,27.0,1965-04-06,VP Product Management,Argiculture,High Net Worth,N,Yes,19.0,3449.31
495,02 Boyd Crossing,3143.0,Victoria,Australia,7.0,Lucius,Prescott,Male,91.0,1959-02-21,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,4087.039999999999
3430,989 Waubesa Circle,3149.0,VIC,Australia,11.0,Augustus,Pickin,Male,77.0,1964-02-29,Research Nurse,Health,Affluent Customer,N,Yes,9.0,1653.0200000000004
1898,36866 Summit Point,3750.0,VIC,Australia,9.0,Katalin,Mantz,Female,67.0,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Yes,12.0,6081.719999999999
1005,05 Loftsgordon Pass,4380.0,QLD,Australia,9.0,Kalila,Birtwistle,Female,94.0,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,8.0,4365.249999999999
2812,515 Warrior Pass,4226.0,QLD,Australia,9.0,Molli,Hagergham,Female,16.0,2001-04-01,Budget/Accounting Analyst IV,,High Net Worth,N,Yes,1.0,4558.55
2020,53358 David Circle,4306.0,QLD,Australia,3.0,Portia,Proudlock,Female,50.0,1971-05-06,Biostatistician IV,Property,Affluent Customer,N,Yes,14.0,4959.639999999999
1679,4709 Cardinal Hill,2028.0,NSW,Australia,12.0,Arabel,Kayser,Female,92.0,1975-11-03,Programmer II,Health,Mass Customer,N,Yes,13.0,3026.5700000000006
1799,3 Delladonna Street,4799.0,QLD,Australia,3.0,Tito,Brash,Male,81.0,1977-12-23,,,Affluent Customer,N,No,17.0,2073.85
976,26204 Monument Alley,2289.0,NSW,Australia,8.0,Andonis,Slimmon,Male,10.0,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,N,No,10.0,3830.6800000000007
1312,482 Bartelt Junction,4280.0,QLD,Australia,7.0,Magda,Baugh,Female,96.0,1994-07-16,Food Chemist,Health,Affluent Customer,N,No,8.0,1292.5999999999997
334,7 Arapahoe Pass,3101.0,VIC,Australia,12.0,Fredi,Iannuzzelli,Female,71.0,1999-05-20,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3.0,2127.5899999999997
1229,26 Lotheville Court,2085.0,NSW,Australia,11.0,Sebastian,Trass,Male,38.0,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0,3005.63
1214,0 Evergreen Road,3037.0,VIC,Australia,7.0,Martino,Shalcros,Male,0.0,1989-05-01,Internal Auditor,Property,High Net Worth,N,No,15.0,3652.0899999999997
443,93 Jana Junction,2213.0,NSW,Australia,10.0,Lauree,Leason,Female,21.0,1972-03-26,,Argiculture,High Net Worth,N,Yes,10.0,3915.6799999999994
1777,71776 Express Avenue,2749.0,NSW,Australia,8.0,Lucinda,Jerok,Female,47.0,1994-05-02,Sales Representative,Retail,Affluent Customer,N,No,1.0,3404.120000000001
1993,05919 Morning Parkway,2034.0,NSW,Australia,11.0,Agustin,Isworth,Male,82.0,1980-07-27,Accounting Assistant II,,High Net Worth,N,Yes,3.0,2849.2199999999993
691,02 Bartelt Center,2745.0,NSW,Australia,8.0,Carver,Carwardine,Male,29.0,1954-08-25,,Financial Services,Affluent Customer,N,Yes,5.0,5678.4000000000015
765,033 Loftsgordon Center,2150.0,NSW,Australia,8.0,Valeria,Chazette,Female,50.0,1984-08-31,,Retail,Affluent Customer,N,No,16.0,5070.619999999999
2732,18 Logan Alley,2159.0,NSW,Australia,11.0,Clarine,Yushkin,Female,36.0,1961-03-01,Help Desk Operator,Health,Mass Customer,N,No,7.0,2833.909999999999
2936,5748 Walton Court,4114.0,QLD,Australia,3.0,Pavia,Gethen,Female,23.0,1984-05-20,Project Manager,Financial Services,Mass Customer,N,Yes,11.0,5099.85
2920,90 Nobel Way,3166.0,VIC,Australia,10.0,Casar,Ritchley,U,0.0,,Business Systems Development Analyst,IT,Mass Customer,N,Yes,,1774.7
1556,57878 Northfield Crossing,2144.0,NSW,Australia,10.0,Bartram,Brownstein,Male,30.0,1986-03-25,Web Developer III,Manufacturing,Mass Customer,N,Yes,6.0,3519.2200000000007
2739,5837 Hayes Court,2113.0,NSW,Australia,11.0,Alair,Cullingford,Male,48.0,1985-07-18,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15.0,456.4200000000001
1301,3 School Place,4124.0,QLD,Australia,4.0,Trix,,Female,17.0,1991-11-25,Structural Analysis Engineer,Health,Mass Customer,N,No,9.0,2178.7100000000005
17,59 Spaight Circle,2233.0,New South Wales,Australia,9.0,Heath,Faraday,Male,57.0,1962-03-19,Sales Associate,,Affluent Customer,N,Yes,15.0,2015.6100000000006
1700,21800 Duke Parkway,3219.0,VIC,Australia,3.0,Rana,Streets,Female,28.0,1969-09-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14.0,1501.35
1545,0046 Grim Pass,2148.0,NSW,Australia,7.0,Carver,Saturley,Male,34.0,1977-09-06,Associate Professor,Health,Mass Customer,N,Yes,15.0,2637.4699999999993
642,3 Erie Hill,3564.0,Victoria,Australia,2.0,Les,Mines,Male,9.0,1972-12-19,Automation Specialist IV,Property,Mass Customer,N,No,12.0,2724.29
2781,677 Golden Leaf Junction,4054.0,QLD,Australia,6.0,Linnea,Jeacop,Female,4.0,1997-09-01,VP Sales,Financial Services,Affluent Customer,N,Yes,5.0,1289.35
2866,10434 Melby Pass,2200.0,NSW,Australia,7.0,Ky,Stredder,Male,10.0,1995-06-26,,Health,High Net Worth,N,No,7.0,2443.5699999999997
1169,71 Cherokee Hill,2127.0,NSW,Australia,7.0,Kessiah,Corden,Female,33.0,1967-08-09,Actuary,Financial Services,Mass Customer,N,Yes,13.0,4318.2
2309,159 Graceland Terrace,4343.0,QLD,Australia,1.0,Herc,McIlhone,Male,40.0,1985-01-13,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14.0,7161.989999999996
3004,91 Jay Drive,2560.0,NSW,Australia,7.0,Waylon,Hammant,Male,82.0,1955-02-20,Research Assistant II,Health,Mass Customer,N,Yes,16.0,3550.04
2461,0 Moulton Plaza,2761.0,NSW,Australia,8.0,Tully,,Male,89.0,1976-06-12,Speech Pathologist,,Affluent Customer,N,No,17.0,2067.4700000000003
2586,27 Grayhawk Alley,2102.0,NSW,Australia,11.0,Heywood,Sollett,Male,10.0,1979-09-12,Tax Accountant,Financial Services,Mass Customer,N,Yes,13.0,1145.04
1190,261 Farmco Drive,4118.0,QLD,Australia,4.0,Sib,Gilby,Female,67.0,1968-09-07,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10.0,2008.2299999999998
1530,213 Alpine Avenue,2168.0,NSW,Australia,9.0,Alexandr,Maylard,Male,89.0,1976-01-12,Pharmacist,Health,Mass Customer,N,Yes,9.0,7390.750000000001
1655,82598 Arkansas Hill,2088.0,NSW,Australia,12.0,Prinz,Codman,Male,38.0,1983-02-15,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,13.0,1337.5500000000002
616,1 Thackeray Crossing,4114.0,QLD,Australia,3.0,Perl,Bysaker,Female,36.0,1995-07-13,,Health,High Net Worth,N,No,6.0,1696.0
2769,0 Debs Lane,3204.0,VIC,Australia,7.0,Trevor,Itschakov,Male,31.0,1978-09-10,Product Engineer,Manufacturing,Affluent Customer,N,Yes,15.0,4177.84
2076,8454 Pierstorff Way,2115.0,NSW,Australia,11.0,Beatriz,Tweddle,Female,73.0,1969-06-03,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5.0,5576.170000000001
3338,6956 Clyde Gallagher Park,2281.0,NSW,Australia,9.0,Nata,Ozanne,Female,48.0,1964-07-08,,Manufacturing,Mass Customer,N,Yes,10.0,1912.53
423,1 Carey Pass,2065.0,NSW,Australia,11.0,Orville,Akerman,Male,43.0,1956-11-08,Senior Quality Engineer,,Mass Customer,N,No,9.0,1589.8199999999997
3453,8828 North Crossing,3226.0,VIC,Australia,8.0,Jammie,McEvon,Female,57.0,1989-03-12,Product Engineer,Retail,Affluent Customer,N,No,14.0,2341.2900000000004
2246,9248 Ludington Circle,2714.0,NSW,Australia,1.0,Giraldo,Lacer,Male,16.0,1979-01-24,Database Administrator III,,Mass Customer,N,Yes,13.0,2217.49
921,3 Luster Junction,2323.0,NSW,Australia,4.0,Gretchen,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,N,No,7.0,7516.0199999999995
587,36912 Gina Pass,2133.0,NSW,Australia,11.0,Adolphus,Seers,Male,43.0,1966-05-27,Registered Nurse,Health,Mass Customer,N,Yes,19.0,5083.6900000000005
1571,7015 Hintze Parkway,2153.0,NSW,Australia,11.0,Tadeas,McUre,Male,19.0,1980-09-08,Clinical Specialist,Health,Mass Customer,N,Yes,22.0,4968.780000000001
3106,03287 Hallows Center,4305.0,QLD,Australia,3.0,Yetty,Conneely,Female,13.0,1989-06-03,,Financial Services,Mass Customer,N,Yes,21.0,3738.7499999999995
3203,66 Sunfield Road,2821.0,NSW,Australia,1.0,Swen,Merioth,Male,25.0,1985-02-05,GIS Technical Architect,,Affluent Customer,N,Yes,7.0,1744.2099999999996
77,74 Anniversary Junction,2330.0,New South Wales,Australia,6.0,Shermie,Andrin,Male,79.0,1989-09-12,Automation Specialist IV,Financial Services,Mass Customer,N,No,7.0,1657.5800000000002
191,43 Upham Crossing,3143.0,VIC,Australia,9.0,Christopher,Heining,Male,22.0,1960-04-27,Help Desk Operator,,Affluent Customer,N,Yes,6.0,834.9399999999999
1702,11 Victoria Place,2036.0,NSW,Australia,11.0,Bryn,Whisby,Male,14.0,1956-04-03,Research Nurse,Health,Mass Customer,N,No,17.0,2412.3799999999983
720,09 Bartelt Lane,2190.0,NSW,Australia,8.0,Darrel,Canet,Male,67.0,1931-10-23,Recruiting Manager,Retail,Affluent Customer,N,No,6.0,7212.17
1001,67 Holmberg Way,2165.0,NSW,Australia,9.0,Finley,Vost,Male,63.0,1979-08-27,Recruiter,Retail,Mass Customer,N,No,14.0,2884.1899999999996
2163,9732 Swallow Way,2750.0,NSW,Australia,8.0,Tim,Guilliatt,Male,41.0,1996-12-25,VP Product Management,,Mass Customer,N,Yes,6.0,2327.36
2535,0166 Stephen Drive,2785.0,NSW,Australia,7.0,Butch,Broadnicke,Male,53.0,1981-08-20,Accountant III,Financial Services,Affluent Customer,N,No,13.0,3065.02
2729,81254 Buhler Trail,4740.0,QLD,Australia,2.0,Meggi,Shipcott,Female,76.0,2000-05-10,General Manager,,Mass Customer,N,Yes,1.0,5280.350000000001
1734,0130 Loeprich Lane,3808.0,VIC,Australia,9.0,Adriana,Cullerne,Female,88.0,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0,923.0000000000002
2,6 Meadow Vale Court,2153.0,New South Wales,Australia,10.0,Eli,Bockman,Male,81.0,1980-12-16,Administrative Officer,Financial Services,Mass Customer,N,Yes,16.0,2226.2599999999998
1359,016 Tony Street,3222.0,VIC,Australia,5.0,Estrella,Carwithen,Female,54.0,1993-02-24,Help Desk Technician,Retail,Mass Customer,N,No,6.0,1550.8200000000002
1412,21 West Avenue,2155.0,NSW,Australia,10.0,Antonetta,Dumbrall,Female,20.0,1991-09-04,Tax Accountant,,Mass Customer,N,Yes,4.0,2223.44
641,5873 Hagan Park,3015.0,Victoria,Australia,10.0,Foster,Haysar,Male,86.0,1974-11-21,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3.0,2456.5099999999998
377,010 Namekagon Parkway,2062.0,NSW,Australia,12.0,Levy,Bonavia,Male,65.0,1999-05-19,Staff Scientist,Argiculture,Mass Customer,N,No,1.0,5154.410000000002
1902,01 Weeping Birch Plaza,2640.0,NSW,Australia,4.0,Camille,Vallintine,Female,48.0,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,Yes,4.0,2772.3899999999994
2991,24 Old Shore Crossing,2250.0,NSW,Australia,7.0,Fred,Catanheira,Female,48.0,1964-06-27,Desktop Support Technician,Financial Services,Mass Customer,N,No,11.0,2602.5200000000004
2328,034 Eagan Avenue,2560.0,NSW,Australia,6.0,Gayler,Shackle,Male,63.0,1986-06-03,Dental Hygienist,Health,Mass Customer,N,Yes,8.0,356.5
3301,873 Ludington Plaza,2204.0,NSW,Australia,10.0,Guntar,O'Halloran,Male,5.0,1987-03-21,Associate Professor,,Mass Customer,N,Yes,6.0,1929.7800000000007
2890,666 Holy Cross Parkway,4818.0,QLD,Australia,4.0,Nevile,Ecclesall,Male,64.0,1959-05-17,Speech Pathologist,,Affluent Customer,N,Yes,20.0,3395.62
747,5 Dahle Trail,2117.0,NSW,Australia,10.0,Eula,Bruni,Female,91.0,1978-04-24,Database Administrator II,,Mass Customer,N,No,7.0,571.3800000000001
1931,53 Muir Terrace,2170.0,NSW,Australia,8.0,Boris,Syres,Male,85.0,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6.0,384.06999999999994
3109,904 Doe Crossing Terrace,2194.0,NSW,Australia,7.0,Jeralee,Domleo,Female,75.0,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,3080.6299999999997
1435,223 Trailsway Parkway,2154.0,NSW,Australia,10.0,Derek,Podmore,Male,96.0,1968-04-27,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19.0,5393.829999999998
644,9 Mayfield Road,4551.0,QLD,Australia,7.0,Tomlin,Hastwall,Male,59.0,1999-12-22,Administrative Officer,Health,Affluent Customer,N,No,2.0,550.0
1389,12 Alpine Lane,3754.0,VIC,Australia,8.0,Reina,Drever,Female,27.0,1962-05-14,,Health,Affluent Customer,N,No,15.0,6263.119999999999
190,362 Mayer Terrace,4680.0,QLD,Australia,5.0,Hayley,Girardengo,Female,42.0,1979-02-04,Registered Nurse,Health,Affluent Customer,N,No,10.0,699.48
1520,0534 Bartelt Trail,2760.0,NSW,Australia,8.0,Dillie,Wilstead,Male,95.0,1965-11-18,,Retail,Mass Customer,N,No,19.0,1542.0
3226,864 Scoville Plaza,3029.0,VIC,Australia,5.0,Andi,Whittet,Female,43.0,1973-03-29,,Entertainment,Affluent Customer,N,No,11.0,366.04999999999995
2765,077 Clemons Road,2203.0,NSW,Australia,11.0,Bartholomew,Gowdy,Male,68.0,1985-04-12,,IT,Mass Customer,N,Yes,7.0,2995.180000000001
2955,4052 Katie Court,4300.0,QLD,Australia,5.0,Stuart,Dutnell,Male,74.0,1990-03-19,Community Outreach Specialist,Financial Services,High Net Worth,N,No,13.0,4306.13
1887,5786 Kinsman Point,2127.0,NSW,Australia,8.0,Kynthia,Purcer,Female,22.0,1965-06-22,Director of Sales,IT,Affluent Customer,N,Yes,8.0,8465.32
12,9 Mcbride Trail,2760.0,New South Wales,Australia,8.0,Sawyere,Flattman,Male,58.0,1994-07-21,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,3540.03
355,7 Debs Point,2322.0,NSW,Australia,4.0,Stacy,Gullane,Female,97.0,1979-06-01,Database Administrator II,Retail,Mass Customer,N,Yes,3.0,2662.7499999999995
352,7 Park Meadow Drive,4055.0,QLD,Australia,3.0,Orrin,Finding,Male,12.0,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,4404.400000000001
2943,64107 Little Fleur Trail,4211.0,QLD,Australia,3.0,Caesar,,Male,65.0,1979-01-10,VP Sales,,High Net Worth,N,No,17.0,2125.2199999999993
3353,5 Sachs Terrace,4207.0,QLD,Australia,4.0,Marina,Scorrer,Female,91.0,1994-04-21,Software Test Engineer II,,Mass Customer,N,Yes,1.0,2608.4599999999996
201,39716 Vera Junction,3170.0,VIC,Australia,9.0,Salem,Huie,Male,45.0,1966-04-20,Design Engineer,Manufacturing,Mass Customer,N,Yes,11.0,4159.18
1630,49932 Messerschmidt Point,2138.0,NSW,Australia,11.0,Sonni,Lindstedt,Female,63.0,1984-09-16,Professor,Manufacturing,Mass Customer,N,No,16.0,1915.2299999999998
2916,7066 Sunbrook Terrace,2299.0,NSW,Australia,8.0,Lauren,Adolfson,Male,23.0,1969-08-03,Product Engineer,Manufacturing,Affluent Customer,N,Yes,9.0,1571.3900000000003
129,19392 7th Trail,4744.0,QLD,Australia,1.0,Weidar,Silkstone,Male,64.0,1985-07-20,Financial Advisor,Financial Services,High Net Worth,N,Yes,19.0,2753.75
1557,61 Donald Crossing,2142.0,NSW,Australia,9.0,Efren,Castanos,Male,64.0,1975-08-14,Speech Pathologist,Financial Services,Mass Customer,N,No,6.0,4795.509999999999
449,37093 Manitowish Center,2170.0,NSW,Australia,10.0,Shana,Fortesquieu,Female,74.0,1974-09-24,VP Product Management,Manufacturing,High Net Worth,N,Yes,6.0,3292.4000000000005
2378,3 Riverside Drive,4034.0,QLD,Australia,8.0,Aggi,Farncombe,Female,41.0,1994-04-25,Research Assistant II,Manufacturing,Affluent Customer,N,No,1.0,2777.4800000000005
2858,4623 Anniversary Terrace,2031.0,NSW,Australia,10.0,Benedicto,Radki,Male,4.0,2002-01-09,Recruiting Manager,,Mass Customer,N,Yes,1.0,4822.500000000001
2881,17 Sachs Street,2761.0,NSW,Australia,8.0,Ezra,Steffan,Male,71.0,1962-09-27,Associate Professor,Health,Affluent Customer,N,Yes,11.0,3646.67
91,72 Dorton Crossing,3133.0,VIC,Australia,10.0,Dylan,Meaker,Male,69.0,1955-02-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,17.0,5242.410000000001
885,583 Coleman Parkway,4213.0,QLD,Australia,9.0,Yancey,Wivell,Male,20.0,1966-11-11,Statistician IV,Financial Services,Mass Customer,N,No,18.0,863.6799999999998
3341,7 Clemons Drive,4370.0,QLD,Australia,2.0,Vitia,Crum,Female,19.0,1980-08-05,Help Desk Technician,Retail,Affluent Customer,N,Yes,6.0,921.6199999999999
3270,6030 South Drive,2120.0,NSW,Australia,10.0,Tracey,Redsull,Male,47.0,1957-04-12,Administrative Officer,Financial Services,Mass Customer,N,Yes,5.0,2201.0599999999995
1062,7 Village Green Circle,3109.0,VIC,Australia,10.0,Tish,Mowett,Female,32.0,1975-09-28,Junior Executive,,Mass Customer,N,No,14.0,4450.85
1475,76 Norway Maple Drive,4509.0,QLD,Australia,6.0,Aristotle,Jess,Male,41.0,1985-07-21,Recruiting Manager,Retail,Affluent Customer,N,Yes,7.0,7812.169999999998
1406,4370 Haas Trail,2870.0,NSW,Australia,5.0,Georges,Tilne,Male,3.0,1970-05-05,Cost Accountant,Financial Services,High Net Worth,N,Yes,17.0,2396.6999999999994
63,68294 Clarendon Crossing,2230.0,New South Wales,Australia,10.0,Ebony,Zini,Female,58.0,1965-07-03,Senior Quality Engineer,Retail,Mass Customer,N,Yes,16.0,2190.05
2525,3 Park Meadow Drive,3023.0,VIC,Australia,7.0,Hans,Ison,Male,25.0,1992-10-03,Cost Accountant,Financial Services,Mass Customer,N,No,8.0,217.51
2855,3519 Schurz Alley,4034.0,QLD,Australia,7.0,Kim,Tineman,Female,81.0,1975-09-13,Nurse Practicioner,Manufacturing,Mass Customer,N,Yes,17.0,63.83000000000001
1522,484 Lindbergh Street,2161.0,NSW,Australia,6.0,Hubie,Thunnerclef,Male,57.0,1994-06-13,Paralegal,Financial Services,Mass Customer,N,No,7.0,2962.7599999999993
116,7 Carberry Crossing,2485.0,New South Wales,Australia,2.0,Scottie,Swiffen,Male,49.0,1999-02-05,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2.0,2447.540000000001
2069,9499 Alpine Drive,3175.0,VIC,Australia,8.0,Sol,Holdron,U,32.0,,Software Test Engineer IV,IT,Mass Customer,N,Yes,,5879.970000000001
1631,6 Monument Circle,3186.0,VIC,Australia,11.0,Towny,Beebee,Male,11.0,1996-09-03,Speech Pathologist,Financial Services,Affluent Customer,N,No,1.0,3048.1200000000003
